track_id,track_name,duration,primary_artists,language,track_url,track_image,download_url,spotify_track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
qS41sYCN,Zara Zara,298,Bombay Jayashri,hindi,https://www.jiosaavn.com/song/zara-zara/ATtfAAdpdH0,https://c.saavncdn.com/724/Rehnaa-Hai-Terre-Dil-Mein-Hindi-2001-20200901153925-150x150.jpg,https://aac.saavncdn.com/724/fde8f97dc25c1e0fa5a912900b2798d3_320.mp4,5gUuhtkbrISUIlqjD3oYgv,0.593,0.643,298266,0.268,2.06e-06,11,0.316,-15.073,0,0.09,143.813,4,0.62
iIapfd0i,Tune Jo Na Kaha,309,"Mohit Chauhan, Pritam, Sandeep Shrivastava",hindi,https://www.jiosaavn.com/song/tune-jo-na-kaha/GSEKQRJUB1o,https://c.saavncdn.com/978/New-York-Hindi-2009-20190329182537-150x150.jpg,https://aac.saavncdn.com/978/c0cd117c13a98276c0b770b38289e97f_320.mp4,0pw3p4gf5homOkvOGOJulF,0.779,0.314,310073,0.475,0.00539,5,0.34,-12.38,1,0.0838,78.992,4,0.312
o5XM95GG,Dus Bahane,317,"Sunidhi Chauhan, Sonu Nigam, KK, Shaan, Babul Supriyo",hindi,https://www.jiosaavn.com/song/dus-bahane/H10zfE0FcHQ,https://c.saavncdn.com/759/Dus-Hindi-2005-20221124183214-150x150.jpg,https://aac.saavncdn.com/441/e47a32711e63aedfcf666d72136d55dd_320.mp4,1vBmaijoCBoqmwc3zs5n3s,0.175,0.833,206947,0.917,1.92e-06,7,0.109,-5.498,1,0.0597,110.001,4,0.874
aICqG2Eg,Bheegey Hont,272,Kunal Ganjawala,hindi,https://www.jiosaavn.com/song/bheegey-hont/ESEoQDMCclQ,https://c.saavncdn.com/727/Murder-Hindi-2004-20200901153957-150x150.jpg,https://aac.saavncdn.com/727/c5859a63f060b1901ca87f2ec42238ea_320.mp4,7cJ8Sf6z8E7tPyVuo0ETGz,0.347,0.739,274467,0.454,2.02e-05,2,0.196,-11.189,1,0.0353,124.96,4,0.564
uitzykz8,Tere Bina ,309,"A.R. Rahman, Chinmayi Sripada, Murtuza Khan, Qadir Khan",hindi,https://www.jiosaavn.com/song/tere-bina%c2%a0/BQEfSw1bTQs,https://c.saavncdn.com/020/Guru-Hindi-2006-20190516131307-150x150.jpg,https://aac.saavncdn.com/020/6ac166981a9551c3ea2a435f938c554e_320.mp4,4TGXgcAEq2Iqs7KHpS9Uri,0.405,0.646,262360,0.502,1.66e-05,2,0.234,-7.873,1,0.0308,86.352,4,0.668
-edADwny,Zindagi Se Jung,266,Alka Yagnik,hindi,https://www.jiosaavn.com/song/zindagi-se-jung/XQ0PcDBHWUo,https://c.saavncdn.com/541/Talaash-Hindi-2002-20210407130950-150x150.jpg,https://aac.saavncdn.com/541/66d8c6bbd7abda12bd4fc7c3ec52af86_320.mp4,3NzsbSy4k4fh5G2aRPVcxY,0.603,0.32,265693,0.536,1.08e-06,0,0.108,-12.056,0,0.0508,79.985,4,0.788
MMELyze6,Saathiya,357,"Sonu Nigam, A.R. Rahman, Gulzar",hindi,https://www.jiosaavn.com/song/saathiya/PSUufQ1KUgU,https://c.saavncdn.com/753/Saathiya-Hindi-2002-20190329145814-150x150.jpg,https://aac.saavncdn.com/035/ea9c910d4b06c4f4a50115035f1d82c6_320.mp4,78KKYDENYsw6jYfuEZsqJl,0.186,0.462,357433,0.457,0.0,1,0.334,-15.251,0,0.106,175.94,4,0.535
A9heuNS6,Paa Liya Hain Pyar Tera,289,"Udit Narayan, Alka Yagnik",hindi,"https://www.jiosaavn.com/song/paa-liya-hain-pyar-tera/MVEDVAF,ZAU",https://c.saavncdn.com/905/Kyo-Kii-Main-Jhuth-Nahin-Bolta-Hindi-2001-20221201183931-150x150.jpg,https://aac.saavncdn.com/905/802c710f4cb2134a0c63afb3e2655445_320.mp4,7lMUrlhhPK6sCE5SFH6oJ0,0.306,0.648,292027,0.893,0.000245,11,0.055,-4.893,0,0.277,191.983,4,0.708
qKgJPgpx,Jaadu Hai Nasha,329,"Neelesh Misra, Shreya Ghoshal, Shaan",hindi,https://www.jiosaavn.com/song/jaadu-hai-nasha/ASMMeyRXR0s,https://c.saavncdn.com/494/Jism-Hindi-2003-20221214104252-150x150.jpg,https://aac.saavncdn.com/494/867f0a0929ea170f30d78c1a14c4dcef_320.mp4,1kU0CLejx1VirKayp3wl3h,0.517,0.587,227096,0.316,0.000509,5,0.673,-14.081,0,0.0277,95.051,4,0.382
5eDd4Xmt,You Are My Soniya,345,"Sandesh Shandilya, Sonu Nigam, Alka Yagnik",hindi,https://www.jiosaavn.com/song/you-are-my-soniya/RQ0vVUBoWkc,https://c.saavncdn.com/778/Kabhi-Khushi-Kabhie-Gham-Hindi-2001-20190516150535-150x150.jpg,https://aac.saavncdn.com/778/26ab7a97ee9668816d4bfcb456c1c21b_320.mp4,6SDH3mp9sQCNJDfDDpQTTo,0.29,0.853,343613,0.784,0.0,8,0.0589,-6.08,1,0.0621,106.045,4,0.785
vPA2r3Oi,Teri Deewani,324,"Kailash Kher, Paresh Kamath, Naresh Kamath",hindi,https://www.jiosaavn.com/song/teri-deewani/BjgqAwYDeFo,https://c.saavncdn.com/789/Kailasa-Kailash-Kher-Hindi-2006-150x150.jpg,False,2iNqdCchlUZEgjJbQyZf8T,0.324,0.447,323520,0.6,0.0,4,0.0962,-3.718,0,0.0332,80.044,3,0.434
IV0h08X9,Mitwa,385,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",hindi,https://www.jiosaavn.com/song/mitwa/OT5bWUQIbwo,https://c.saavncdn.com/089/Kabhi-Alvida-Naa-Kehna-Hindi-2006-20190629135642-150x150.jpg,https://aac.saavncdn.com/089/02338877de7abe1e170818893e2c992a_320.mp4,4BTPzhEsyW3blWcxcuhLM0,0.295,0.63,382973,0.63,1.26e-05,4,0.0934,-7.525,1,0.0364,107.103,4,0.517
IgIg4VVP,Kishori Kuch Aisa,3060,Mridul Krishna Sastri Ji,hindi,https://www.jiosaavn.com/song/kishori-kuch-aisa/OQ8iVkBmYWM,https://c.saavncdn.com/106/Radhe-Radhe-Vol-1-Hindi-2017-150x150.jpg,https://aac.saavncdn.com/106/50bffad8ca88cff35ac52751ea5b72ea_320.mp4,3FaBOQSyDJkDM2hoVcutXd,0.392,0.53,333520,0.489,0.0,0,0.439,-15.713,1,0.045,139.708,4,0.836
jrPRRb-n,Surili Akhiyon Wale,331,"Rahat Fateh Ali Khan, Suzanne D'Mello",hindi,https://www.jiosaavn.com/song/surili-akhiyon-wale/Gho7YyZSGl0,https://c.saavncdn.com/224/Veer-Hindi-2009-20221012225250-150x150.jpg,https://aac.saavncdn.com/224/c8bf2fcebad119ac0ccda18fb2dd57ec_320.mp4,1tyOu1HaOtVvh4BBPxrW18,0.98,0.354,193399,0.0975,0.937,4,0.118,-22.105,1,0.0449,145.139,4,0.153
MlLHk_Rr,Yeh Dil To Mila Hai,332,"Sonu Nigam, Alka Yagnik",hindi,https://www.jiosaavn.com/song/yeh-dil-to-mila-hai/PQQneR9vZUE,https://c.saavncdn.com/156/Dil-Ne-Jise-Apna-Kaha-Hindi-2004-20221124141629-150x150.jpg,https://aac.saavncdn.com/156/debd38da10525bf75351afd38b2bf62b_320.mp4,6navJY5713do4b2HbArrzg,0.405,0.627,332480,0.712,0.0,9,0.0706,-7.358,1,0.0805,90.952,4,0.408
19hBpyWP,Hamne Tumko Dil Ye De Diya,322,"Anand Raaj Anand, Alka Yagnik, Babul Supriyo",hindi,https://www.jiosaavn.com/song/hamne-tumko-dil-ye-de-diya/QVEDcwRJYGM,https://c.saavncdn.com/528/Gunaah-Hindi-2002-20190618094040-150x150.jpg,https://aac.saavncdn.com/528/dcbed1657d6bcb833d343ea4531a1b5b_320.mp4,6QOe7Z5XO9ZhiCEFQ3wFRv,0.361,0.487,322693,0.737,0.0,9,0.206,-6.209,0,0.0898,83.203,4,0.316
uzJ-i4q6,Sau Dard,345,"Anu Malik, Sonu Nigam, Suzanne",hindi,https://www.jiosaavn.com/song/sau-dard/BRIhHB0ERgU,https://c.saavncdn.com/887/Jaan-E-Mann-Hindi-2006-20221128173236-150x150.jpg,https://aac.saavncdn.com/289/5861f9870a6a37b17b307dc22d87300a_320.mp4,4fSMSedkuqHoWD20H4Wog1,0.518,0.239,345453,0.506,0.000457,10,0.195,-9.442,1,0.0332,83.334,4,0.387
ANByQyDs,Chak De India,283,"Sukhwinder Singh, Salim-Sulaiman, Jaideep Sahni",hindi,https://www.jiosaavn.com/song/chak-de-india/MSYpSCVJc0A,https://c.saavncdn.com/620/Chak-De-India-Hindi-2007-20190329150809-150x150.jpg,https://aac.saavncdn.com/620/1a8f9f6db4adf6aa9d7dc8ab58eecbe8_320.mp4,6D3vmtskO4RbZP3bBIDY3X,0.54,0.755,283951,0.894,1.55e-05,4,0.141,-8.544,0,0.0993,104.985,4,0.799
oSuvfG5M,Tainu Leke,280,"Sonu Nigam, Mahalakshmi Iyer",hindi,https://www.jiosaavn.com/song/tainu-leke/HzseRxJ3An4,https://c.saavncdn.com/440/Salaam-E-Ishq-2007-150x150.jpg,https://aac.saavncdn.com/440/9844ac8958eac86bea48fb11d20f0c69_320.mp4,34wsgkPMRk3xIfHdwtezbf,0.17,0.796,273578,0.94,0.000168,7,0.249,-6.858,1,0.0804,117.008,4,0.699
P9ogbepR,Aate Jaate Jo Milta Hai,371,"Sonu Nigam, Alka Yagnik",hindi,https://www.jiosaavn.com/song/aate-jaate-jo-milta-hai/IFEEVhZVR2E,https://c.saavncdn.com/295/Har-Dil-Jo-Pyar-Karega-Hindi-2000-20221126033719-150x150.jpg,https://aac.saavncdn.com/295/e30806d61548a2beb982c132244aa333_320.mp4,5DQOZ0Nk8jiLMKdK1kLZss,0.058,0.6,372387,0.539,9.31e-06,8,0.0439,-10.65,1,0.0406,114.787,4,0.793
FKUE0Xj4,Jai Ho,320,"A.R. Rahman, Mahalakshmi Iyer, Vijay Prakash, Sukhwinder Singh, Tanvi Shah",hindi,"https://www.jiosaavn.com/song/jai-ho/NiM,dERoXQc",https://c.saavncdn.com/058/Slumdog-Millionaire-Hindi-2009-20221205212402-150x150.jpg,https://aac.saavncdn.com/174/958b8ebe2f0f693fda7d3e57a664a526_320.mp4,7Kpqjspw4Y7HrvItIRcBiW,0.0476,0.657,222400,0.941,0.0,8,0.0797,-3.919,0,0.061,136.202,4,0.879
sbFI0cof,Tera Mera Pyar,370,Kumar Sanu,hindi,https://www.jiosaavn.com/song/tera-mera-pyar/AwoteERTWFU,https://c.saavncdn.com/280/Tera-Mera-Pyar-Hindi-2004-20200415085509-150x150.jpg,https://aac.saavncdn.com/280/49b199f46d2510d7de7e4c540daf424d_320.mp4,1CfkIJJARXDMfs4f6ik9ii,0.78,0.359,296093,0.753,3.89e-06,7,0.0601,-7.102,1,0.147,187.774,4,0.869
TuKqq54p,Koi Tumsa Nahin,375,"Sonu Nigam, Shreya Ghoshal",hindi,https://www.jiosaavn.com/song/koi-tumsa-nahin/JB0gQAUFA0M,https://c.saavncdn.com/085/Krrish-Hindi-2006-20221201153524-150x150.jpg,https://aac.saavncdn.com/085/3958705be58590ec0266dfad58a90d76_320.mp4,7mHS2rAwnUCc4OLyB3dwLr,0.17,0.663,375347,0.762,1.06e-05,5,0.107,-4.095,1,0.0326,140.022,4,0.553
HmNc7vXn,Teri Yaadon Mein,287,"KK, Shreya Ghoshal",hindi,https://www.jiosaavn.com/song/teri-yaadon-mein/OAUlUkNGb10,https://c.saavncdn.com/504/The-Killer-Hindi-2006-20221206122240-150x150.jpg,https://aac.saavncdn.com/504/5ff6ca6170596fce98317249891fd336_320.mp4,4ZVfIGaZP93t0stmBj4FqA,0.0233,0.576,287213,0.735,0.00118,11,0.188,-5.811,0,0.0352,105.058,4,0.301
3wwqzbjo,Do Lafzo Mein,297,"Anuradha Paudwal, Babul Supriyo",hindi,https://www.jiosaavn.com/song/do-lafzo-mein/Qx8cQA5SXVw,https://c.saavncdn.com/523/Dhaai-Akshar-Prem-Ke-Hindi-2000-20221125224552-150x150.jpg,https://aac.saavncdn.com/523/489af44a9a0ba0dfed2b8c16182a6be4_320.mp4,1WLpFn60WzheoA1CuVkoC8,0.692,0.616,298868,0.782,0.00055,10,0.109,-8.949,0,0.102,89.867,4,0.786
mrMfCo7j,Kabhie Jaage Soye,379,"Udit Narayan, Anuradha Paudwal",hindi,https://www.jiosaavn.com/song/kabhie-jaage-soye/HRomVzdfAFk,https://c.saavncdn.com/555/Muskaan-Hindi-2003-20221205080722-150x150.jpg,https://aac.saavncdn.com/555/9eed45348862fd9b8c0ddc1fe94a4ce6_320.mp4,2rDFkFoBSAuwCiHOGAsLl6,0.484,0.656,379461,0.77,4.13e-05,7,0.65,-8.904,1,0.0523,90.906,4,0.908
eDdnRG9c,Dupatta Tera Nau Rang Da,303,"Sonu Nigam, Kunal Ganjawala, Shreya Ghoshal, Suzanne D'Mello",hindi,https://www.jiosaavn.com/song/dupatta-tera-nau-rang-da/FSwPXyZ3DlA,https://c.saavncdn.com/487/Partner-Hindi-2007-20221203161320-150x150.jpg,https://aac.saavncdn.com/487/72fa2a6566a7f9d3a2b812cff29cc6fc_320.mp4,3wiKJ8i3Ixdrc3qxBFFbPM,0.0291,0.706,303613,0.954,0.000246,9,0.2,-5.112,1,0.046,134.97,4,0.714
Q0jNbqrs,Suno Na Suno Na,319,Abhijeet,hindi,https://www.jiosaavn.com/song/suno-na-suno-na/IVgBfxZBRUA,https://c.saavncdn.com/398/Chalte-Chalte-Hindi-2003-20221122092946-150x150.jpg,https://aac.saavncdn.com/398/fe11607a67f6545fb64a8ccdb2ddebb6_320.mp4,5dS7HcRa9kER2qDba2iSOd,0.0753,0.6,321227,0.433,0.0,9,0.0724,-17.076,1,0.0409,88.001,4,0.378
kSmMhD_5,Ya Ali,296,Zubeen Garg,hindi,https://www.jiosaavn.com/song/ya-ali/GzsGfBx0aAY,https://c.saavncdn.com/975/Gangster-Hindi-2006-20221214104259-150x150.jpg,https://aac.saavncdn.com/975/60977f8dc9aabf73f9915ddd1cb21f50_320.mp4,1LJRNbwOZ9TopITPaWDbsr,0.186,0.626,295800,0.778,0.0,4,0.109,-11.277,0,0.0468,123.005,4,0.813
MuufgkNo,Dhoom Again,301,"Vishal Dadlani, Dominique Cerejo, Pritam, Asif Ali Baig",hindi,https://www.jiosaavn.com/song/dhoom-again/PR0eVxNbeVw,https://c.saavncdn.com/465/Dhoom-2-Back-In-Action-Hindi-2006-20190329180922-150x150.jpg,https://aac.saavncdn.com/465/3244d0b5fb254f497b7611dd2a103feb_320.mp4,5IUP91X8fKfJnWQgCHT9dN,0.164,0.831,302707,0.932,0.0,7,0.383,-6.251,1,0.221,99.97,4,0.571
4nQ6bbTZ,Tu Jo Hans Hans Ke (Raja Bhaiya / Soundtrack Version),302,"Udit Narayan, Kavita Krishnamurthy",hindi,https://www.jiosaavn.com/song/tu-jo-hans-hans-ke-raja-bhaiya-%2f-soundtrack-version/RAY6BxZSY2k,https://c.saavncdn.com/560/Raja-Bhaiya-Hindi-2003-20190924060930-150x150.jpg,https://aac.saavncdn.com/560/4c00c7590e7995aed3a5ace9af1e652d_320.mp4,1haqkPzoWuQjEku6uLOgNJ,0.0237,0.669,302467,0.809,1.59e-05,6,0.231,-9.475,0,0.048,157.597,3,0.946
pR6NnVwo,Crazy Kiya Re,294,"Sunidhi Chauhan, Pritam, Sameer",hindi,https://www.jiosaavn.com/song/crazy-kiya-re/ADpdfxpmQFw,https://c.saavncdn.com/465/Dhoom-2-Back-In-Action-Hindi-2006-20190329180922-150x150.jpg,https://aac.saavncdn.com/465/1cdda46b665648413f2390f51256811a_320.mp4,0se928CIhZPlfVGi3A6zrx,0.143,0.759,294505,0.938,3.97e-06,11,0.402,-5.387,1,0.123,92.017,4,0.81
dV6hFKL0,Chand Sitare,398,Kumar Sanu,hindi,https://www.jiosaavn.com/song/chand-sitare/FD5dWTJ7ewM,https://c.saavncdn.com/446/Kaho-Naa-Pyar-Hai-Hindi-2000-20200901153916-150x150.jpg,https://aac.saavncdn.com/446/bf3ab64cfa250f2e1ba1f2a3c3c9d127_320.mp4,1aSxuP3gUCftPWEzpP819f,0.156,0.633,398053,0.41,0.0005,10,0.577,-14.42,1,0.0835,78.526,4,0.787
aEDLj6VK,Main Ishq Uska,261,Unknown,hindi,https://www.jiosaavn.com/song/main-ishq-uska/ES0vfR4GYXg,https://c.saavncdn.com/984/Vaada-2005-150x150.jpg,https://aac.saavncdn.com/705/32765a819855c790432ffaf1e66cefb4_320.mp4,35r0HXNESOcQjrea8Xj6lI,0.556,0.705,207068,0.349,0.0,0,0.136,-10.534,0,0.0298,82.009,4,0.244
FkEfQqtU,Chhodh Ke Na Jaa Ooh Piya (Maa Tujhhe Salaam / Soundtrack Version),389,Alka Yagnik,hindi,https://www.jiosaavn.com/song/chhodh-ke-na-jaa-ooh-piya-maa-tujhhe-salaam-%2f-soundtrack-version/NgMuVyVBQ2Y,https://c.saavncdn.com/120/Maa-Tujhhe-Salaam-Hindi-2001-20190924060934-150x150.jpg,https://aac.saavncdn.com/120/f7316a75c43122cae3bc757e2877add6_320.mp4,61tdy6sIRZHIAV3GVCzJX9,0.374,0.516,389187,0.87,0.000318,2,0.066,-9.048,1,0.153,86.055,4,0.613
0n7P8dg-,Salaam-E-Ishq,423,"Sonu Nigam, Shreya Ghoshal, Kunal Ganjawala, Sadhana Sargam, Shankar Mahadevan",hindi,https://www.jiosaavn.com/song/salaam-e-ishq/QAZcYUxUUB4,https://c.saavncdn.com/440/Salaam-E-Ishq-2007-150x150.jpg,https://aac.saavncdn.com/440/1049eb2efbc24f32b4c3dde0ca77b6ce_320.mp4,3oIWJujQwLjGBG8kZGnJkg,0.0362,0.765,424573,0.796,5.12e-05,8,0.249,-7.095,1,0.0537,103.033,4,0.76
JrPL9DhO,Jaane Kyun,277,"Vishal &amp; Shekhar, Vishal Dadlani",hindi,https://www.jiosaavn.com/song/jaane-kyun/Oho7fU10X3w,https://c.saavncdn.com/896/Dostana-Hindi-2008-20190629135925-150x150.jpg,https://aac.saavncdn.com/896/300f9cc952dbb130a7293b952467b903_320.mp4,6M2UnI1LnXuXlWU54CKmKx,0.0573,0.778,277987,0.812,8.28e-06,4,0.243,-8.561,0,0.046,99.962,4,0.791
aWU5cuKr,Chiggy Wiggy,312,"A.R. Rahman, Sonu Nigam, Suzanne, Kylie Minogue",hindi,"https://www.jiosaavn.com/song/chiggy-wiggy/ET8,BBdFfEE",https://c.saavncdn.com/682/Blue-Hindi-2009-20221117195404-150x150.jpg,https://aac.saavncdn.com/639/d872388e9ff88bd9dded5f2ffca231c8_320.mp4,4nt1pLbjBHtpHFarYXRHHN,0.263,0.501,310082,0.69,0.0,4,0.182,-6.978,0,0.313,94.058,4,0.641
DPP6kP_D,Sanam Mere Humraaz,334,"Kumar Sanu, Alka Yagnik",hindi,https://www.jiosaavn.com/song/sanam-mere-humraaz/NDg7Bx9gaHc,https://c.saavncdn.com/173/Humraaz-Hindi-2002-20210226142530-150x150.jpg,https://aac.saavncdn.com/173/8caab7da191a2d6b1690077292c7c072_320.mp4,0MF32WeMEpP6etHhtrvN3i,0.116,0.653,334333,0.724,1.56e-05,11,0.1,-11.387,1,0.0567,117.035,4,0.472
eRn4QfWz,Khudaya Khair,282,"Pritam, Akriti Kakar, Soham Chakraborty, Monali Thakur",hindi,https://www.jiosaavn.com/song/khudaya-khair/FToFBSVWYEk,https://c.saavncdn.com/543/Billu-Barber-2009-150x150.jpg,https://aac.saavncdn.com/543/930f3e80ae4a890aa34d891aa2c6a54b_320.mp4,2XYyriLyJSuGj4FN7QoNmM,0.45,0.573,280558,0.746,0.0,7,0.162,-5.699,1,0.0705,171.949,4,0.807
4FRPj8pV,Pehle Kabhi Na Mera Haal,279,"Udit Narayan, Alka Yagnik",hindi,https://www.jiosaavn.com/song/pehle-kabhi-na-mera-haal/RC45YR4IR2U,https://c.saavncdn.com/626/Baghban-Hindi-2003-20221119154029-150x150.jpg,https://aac.saavncdn.com/626/d865ce7ec3a76d2b5f6d1376375ff7ba_320.mp4,02oMjz1ueanHvDGB6EZQsE,0.135,0.582,279520,0.723,5.94e-06,9,0.323,-7.183,0,0.113,98.052,4,0.749
thZu5rS_,Dil Mein Dard Sa (Kranti / Soundtrack Version),246,"Udit Narayan, Alka Yagnik",hindi,https://www.jiosaavn.com/song/dil-mein-dard-sa-kranti-%2f-soundtrack-version/BAAxREFCZGw,https://c.saavncdn.com/026/Kranti-Hindi-2001-20190924060844-150x150.jpg,https://aac.saavncdn.com/026/1c6c45f58a8b802a31a4261fb18a5155_320.mp4,4ztMpGaGi8n1Pl9q18mi3x,0.537,0.67,246627,0.691,3.79e-06,1,0.267,-9.966,0,0.066,90.012,4,0.913
Cd4yTKwG,Sona Chandi,295,"Udit Narayan, Alka Yagnik",hindi,https://www.jiosaavn.com/song/sona-chandi/MwxfSCB7QHQ,https://c.saavncdn.com/130/Sarhad-Paar-Hindi-2007-20221205012646-150x150.jpg,https://aac.saavncdn.com/130/39b5e1e4ee64d5c131ffb181698d90e2_320.mp4,0sZzms9Z19QRzYmjZ5xqbs,0.111,0.682,246102,0.752,0.0,0,0.108,-5.148,1,0.0689,118.032,4,0.514
vvh4Mr70,Chote Chote Bhaiyon Ke Bade Bhaiya,258,"Udit Narayan, Kavita Krishnamurthy, Kumar Sanu",hindi,https://www.jiosaavn.com/song/chote-chote-bhaiyon-ke-bade-bhaiya/Bh4DBTlCAAM,https://c.saavncdn.com/004/Hum-Saath-Saath-Hain-Hindi-2003-150x150.jpg,https://aac.saavncdn.com/004/f3db33a0c03b79d02e5cbdb8afcd0d61_320.mp4,6LJhtkzikhMyIBMFWr5TNX,0.419,0.797,255451,0.823,1.16e-05,9,0.0456,-11.45,1,0.12,137.899,4,0.899
rvCPRu98,Aye Udi Udi Udi,276,"Adnan Sami, A.R. Rahman, Gulzar",hindi,https://www.jiosaavn.com/song/aye-udi-udi-udi/Ah4oYSZFDgs,https://c.saavncdn.com/753/Saathiya-Hindi-2002-20190329145814-150x150.jpg,https://aac.saavncdn.com/035/e6357ab00decb5cfc1d2104ca7ea8dac_320.mp4,6K0Ea7pq2trf6SwsfEKkOp,0.0278,0.721,276715,0.375,0.0,5,0.112,-16.621,1,0.0683,87.953,4,0.556
u3HFRMYq,Dhoom Machale,373,"Sunidhi Chauhan, Pritam, Sameer",hindi,https://www.jiosaavn.com/song/dhoom-machale/BVsjdyZ9bkI,https://c.saavncdn.com/074/Dhoom-Hindi-2004-150x150.jpg,https://aac.saavncdn.com/074/ab235f5a8776b4c2447c2356aa922b12_320.mp4,2cYVtBHkrkk7F2qU2Y7Fn0,0.055,0.778,375118,0.918,0.000319,11,0.348,-5.023,0,0.12,101.44,4,0.487
PwBT5PfN,It's the Time to Disco,333,"Shankar-Ehsaan-Loy, Vasundhara Das, KK, Shaan, Loy Mendonsa",hindi,https://www.jiosaavn.com/song/its-the-time-to-disco/IB8pZUFgUX0,https://c.saavncdn.com/587/Kal-Ho-Naa-Ho-Hindi-2003-20190516130956-150x150.jpg,https://aac.saavncdn.com/587/7341dcf19b0df4f0a56df1cb8695edfb_320.mp4,3hCUkos0NxuSFl73oOHJzb,0.0452,0.902,333093,0.772,0.000129,6,0.12,-8.29,0,0.0383,131.992,4,0.808
x-XOZxvW,Wo Ajnabee,302,"Mithoon, Shilpa Rao",hindi,https://www.jiosaavn.com/song/wo-ajnabee/CEUzfi5IQWQ,https://c.saavncdn.com/069/The-Train-Hindi-2007-20221206121907-150x150.jpg,https://aac.saavncdn.com/069/6e285bf656effb754ff2cf1208a51013_320.mp4,0ZNg3I2kga2XnqKp1Y9PeZ,0.237,0.82,302711,0.795,0.000297,9,0.0524,-8.285,0,0.225,104.988,4,0.779
dSYmdBty,Suno Miya Suno,304,"Udit Narayan, Sadhana Sargam, Poornima",hindi,https://www.jiosaavn.com/song/suno-miya-suno/FDsyXBByQ0o,https://c.saavncdn.com/905/Kyo-Kii-Main-Jhuth-Nahin-Bolta-Hindi-2001-20221201183931-150x150.jpg,https://aac.saavncdn.com/905/6252a2c38e87e04a0559bda0bf9fb6a8_320.mp4,2kGRceE0ETzj1Q6PuPD35O,0.518,0.652,307813,0.707,0.0,0,0.0951,-11.702,1,0.158,185.958,3,0.884
-FCB2cm5,Tujhe Dekh Dekh,166,Rahat Fateh Ali Khan,hindi,https://www.jiosaavn.com/song/tujhe-dekh-dekh/XS4oc0ZTWgY,https://c.saavncdn.com/381/Kalyug-Hindi-2005-20171123060242-150x150.jpg,https://aac.saavncdn.com/381/b9c3fb4a49b9a356a3f0d8f90403ade5_320.mp4,3SKYT3mgyfUYxqqtiTlXDH,0.222,0.753,165987,0.51,2.56e-05,0,0.0817,-11.425,1,0.0314,119.968,4,0.585
-bq07dRi,Mann Ki Lagan,291,Rahat Fateh Ali Khan,hindi,https://www.jiosaavn.com/song/mann-ki-lagan/XQoaAUNUZVo,https://c.saavncdn.com/233/Paap-Hindi-2003-20190424170613-150x150.jpg,https://aac.saavncdn.com/233/220975c83fc9e3e8be7e94ca43937123_320.mp4,7fxi1nuAVENApf7H3VivFH,0.452,0.641,291920,0.483,0.00199,9,0.269,-13.294,1,0.0386,147.873,4,0.783
HJzX7i-I,Chakna Chakna,345,Himesh Reshammiya,hindi,https://www.jiosaavn.com/song/chakna-chakna/OCIRaUNZGno,https://c.saavncdn.com/420/Namastey-London-Hindi-2007-20221012225105-150x150.jpg,https://aac.saavncdn.com/420/68a769e321f155762d3acfe27b2f84ab_320.mp4,3vVR1fbEwtEp0clFQlAl0l,0.00847,0.855,94800,0.757,9.66e-05,10,0.11,-2.862,0,0.287,99.95,4,0.725
FZ0OiadH,Janeman Tu Khub Hai (Jaani Dushman / Soundtrack Version),338,"Sonu Nigam, Sunidhi Chauhan",hindi,https://www.jiosaavn.com/song/janeman-tu-khub-hai-jaani-dushman-%2f-soundtrack-version/NjJbfh1RU3s,https://c.saavncdn.com/826/Jaani-Dushman-Hindi-2002-20190924060933-150x150.jpg,https://aac.saavncdn.com/826/e3682ac01460a916618d967b5265d8c0_320.mp4,31lU7J0kepRSE1K42VHfs7,0.0912,0.672,338467,0.911,2.88e-06,5,0.345,-10.025,0,0.06,129.962,4,0.828
3fvJoERT,Hai Junoon,330,"KK, Pritam, Sandeep Shrivastava",hindi,https://www.jiosaavn.com/song/hai-junoon/Qw4dext1ZWc,https://c.saavncdn.com/978/New-York-Hindi-2009-20190329182537-150x150.jpg,https://aac.saavncdn.com/978/3bf3b3140a8a1615c630b9dcaf33ac8c_320.mp4,5u4q3iqZ9IMbXaR7bsGYbW,0.539,0.739,331572,0.664,1.14e-06,2,0.0856,-10.582,1,0.0338,106.021,4,0.878
BJxxpId3,Ishq Na Karna Ishq Na Karna,331,"Nikhil, Tulsi Kumar, Agam Kumar Nigam",hindi,https://www.jiosaavn.com/song/ishq-na-karna-ishq-na-karna/MiITSQR5UwA,https://c.saavncdn.com/887/Phir-Bewafaai-Deceived-In-Love-2007-150x150.jpg,https://aac.saavncdn.com/887/b8d1aa9dfd87c23da7467ba227d986c7_320.mp4,4rod5ELkNh54Jg6ZCkgVrI,0.626,0.698,335040,0.583,0.0,0,0.155,-10.505,0,0.0459,127.019,4,0.828
